Timestamp,Player_ID,Technical_Score,Velocity_Score,Remark,Suggested_Fix
0:00:00.607190,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.674655,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.674655,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.674655,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.742121,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.742121,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.742121,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.809586,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.809586,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.809586,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.877052,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.877052,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.877052,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.944517,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.944517,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:00.944517,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.011983,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.011983,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.011983,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.079448,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.079448,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.079448,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.146914,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.146914,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.146914,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.214379,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.214379,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.214379,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.281845,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.281845,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.281845,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.349310,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.349310,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.349310,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.416776,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.416776,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.416776,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.484241,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.484241,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.484241,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.551707,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.551707,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.551707,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.619172,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.619172,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.619172,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.686638,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.686638,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.686638,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.754103,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.754103,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.754103,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.821569,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.821569,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.821569,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.889034,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.889034,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.889034,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.956500,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.956500,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:01.956500,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.023965,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.023965,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.023965,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.091431,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.091431,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.091431,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.158896,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.158896,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.158896,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.226362,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.226362,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.226362,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.293827,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.293827,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.293827,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.361293,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.361293,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.361293,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.428758,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.428758,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.428758,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.496224,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.496224,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.496224,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.563689,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.563689,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.563689,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.631155,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.631155,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.631155,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.698620,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.698620,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.698620,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.766086,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.766086,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.766086,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.833551,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.833551,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.833551,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.901017,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.901017,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.901017,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.968482,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.968482,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:02.968482,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.035948,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.035948,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.035948,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.103413,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.103413,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.103413,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.170879,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.170879,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.170879,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.238344,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.238344,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.238344,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.305810,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.305810,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.305810,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.373275,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.373275,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.373275,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.440741,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.440741,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.440741,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.508206,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.508206,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.508206,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.575672,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.575672,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.575672,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.643137,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.643137,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.643137,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.710603,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.710603,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.710603,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.778068,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.778068,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.778068,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.845534,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.845534,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.845534,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.912999,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.912999,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.912999,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.980465,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.980465,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:03.980465,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.047930,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.047930,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.047930,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.115396,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.115396,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.115396,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.182861,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.182861,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.182861,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.250327,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.250327,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.250327,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.317792,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.317792,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.317792,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.385258,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.385258,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.385258,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.452723,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.452723,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.452723,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.520189,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.520189,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.520189,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.587654,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.587654,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.587654,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.655120,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.655120,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.655120,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.722585,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.722585,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.722585,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.790051,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.790051,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.790051,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.857516,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.857516,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.857516,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.924982,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.924982,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.924982,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.992447,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.992447,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:04.992447,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.059913,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.059913,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.059913,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.127378,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.127378,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.127378,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.194844,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.194844,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.194844,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.262309,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.262309,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.262309,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.329775,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.329775,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.329775,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.397240,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.397240,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.397240,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.464706,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.464706,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.464706,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.532171,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.532171,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.532171,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.599637,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.599637,Sagnik Guha,88,24.2,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.599637,Academy Player #3,81,19.8,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
0:00:05.667102,Rahul Sharma,92,28.5,DRIBBLING_PERFECTION,Maintained brilliant execution posture vectors.
